Artist,Song Name,ISO 639-1 Language Code,track_id,Translation Available?
Ziad Rahbani,Main Theme 2,en,40721320,FALSE
Ziad Rahbani,The Middle East... W Ameh,en,68769330,FALSE
Ziad Rahbani,Ya Mahla Nourha,en,107733147,FALSE
Ziad Rahbani,Taksim Org Wa Tableh,en,107733178,FALSE
Ziad Rahbani,Please Me,en,107755511,FALSE
Ziad Rahbani,Salamat,en,107755502,FALSE
Ziad Rahbani,Break 6,en,26045043,FALSE
Ziad Rahbani,Mashad Al Fahes (Examination) (Instrumental),en,33797856,FALSE
Ziad Rahbani,Al Jeel (The Generation),en,33797844,FALSE
Ziad Rahbani,Shou A'ada Ma Bada (2008 Remaster),en,14948337,FALSE
Ziad Rahbani,Ya Sayf El Aal Aada Tayel,en,25818494,FALSE
Ziad Rahbani,Hewar Nakhle Wal Shab,en,25818472,FALSE
Ziad Rahbani,"Break, Pt. 5",en,69957539,FALSE
Ziad Rahbani,Bi Halyawmayn (2008 Remaster),en,14948336,FALSE
Ziad Rahbani,Democratas,en,37163691,FALSE
Ziad Rahbani,Igtimaais,en,37163693,FALSE
Ziad Rahbani,Mashhad Al Hob (Instrumental),en,33797857,FALSE
Ziad Rahbani,Ealan Al Segarah,en,26045047,FALSE
Ziad Rahbani,Break 7,en,26045044,FALSE
Ziad Rahbani,Shou A’ada Ma Bada,en,13679202,FALSE
Ziad Rahbani,Oghneyat Al Bostah,en,13679257,FALSE
Ziad Rahbani,Houdou Nisbi,en,55711897,FALSE
Ziad Rahbani,Bisaraha,en,13688949,FALSE
Ziad Rahbani,Hello,en,107755510,FALSE
Ziad Rahbani,Harimos,en,70573991,FALSE
Ziad Rahbani,Bala Wala Chi,en,68769337,TRUE
Ziad Rahbani,Ana Moush Kafer,en,13679198,FALSE
Ziad Rahbani,Mash-had Al Jareme,en,13679252,FALSE
Ziad Rahbani,Don't Blame Me,en,107755506,FALSE
Ziad Rahbani,Bhaneek (2008 Remastered),en,13679199,FALSE
Ziad Rahbani,Kassarouha Ahwet El Ash,en,25818474,FALSE
Ziad Rahbani,Akhi El Mowaten,en,70574016,FALSE
Ziad Rahbani,Ya Rafi',en,70573989,FALSE
Ziad Rahbani,Al Mokawama Al Watania Al Lobnani - 2008 Remastered,en,55711890,FALSE
Ziad Rahbani,Oudak Rannan,en,68769332,FALSE
Ziad Rahbani,Akhoud Habibi,en,107733214,FALSE
Ziad Rahbani,"The American Motion Picture, Vol. 1 - Complete Original Cast Live Recording",en,42222978,FALSE
Ziad Rahbani,Dakhilek Ya Emmi,en,107733169,FALSE
Ziad Rahbani,Band / Oghnyat Al Ors,en,26045036,FALSE
Ziad Rahbani,Break 5,en,26045042,FALSE
Ziad Rahbani,Flash,en,26045050,FALSE
Ziad Rahbani,Tagheer Awal (First Change) (Instrumental),en,33797862,FALSE
Ziad Rahbani,Wala Min Yehzanoun,en,71116343,FALSE
Ziad Rahbani,Bala Wala Chi (Mixed),en,238220080,FALSE
Ziad Rahbani,Electro-Shock,en,40721315,FALSE
Ziad Rahbani,Bhaneek - 2008 Remastered,en,55711893,FALSE
Ziad Rahbani,Sahriyetna,en,25818490,FALSE
Ziad Rahbani,Mokadimat Sahriya,en,27801918,FALSE
Ziad Rahbani,El Hali Taabani,en,25818462,FALSE
Ziad Rahbani,"Ataba, Pt. 1",en,71116350,FALSE
Ziad Rahbani,For Sure,en,13688952,FALSE
Ziad Rahbani,Khalas,en,13688953,TRUE
Ziad Rahbani,Al Muqadenah 1 (Introduction 1) (Instrumental),en,33797845,FALSE
Ziad Rahbani,Bil Afrah (Kaskess Warak / Raksat Tahiat / Atem Ya Lail / Akoud Habibi / Moukadimat Sahriye / Ya Hamam / Sa'Alouni El Nass / Chirak / Zourouni),en,36057465,FALSE
Ziad Rahbani,Makanak Kef,en,70574007,FALSE
Ziad Rahbani,El Aakel Zineh,en,70573993,FALSE
Ziad Rahbani,Hanin,en,17694866,FALSE
Ziad Rahbani,Ma Baa Fina Nethammal,en,69957545,FALSE
Ziad Rahbani,Hewar Nakhle And Abdo,en,174049292,FALSE
Ziad Rahbani,The Same,en,70875442,FALSE
Ziad Rahbani,Ahu Dalli Sar,en,68769320,FALSE
Ziad Rahbani,Hake Ad Ma Baddak Fee,en,33797852,FALSE
Ziad Rahbani,Renee,en,70574013,FALSE
Ziad Rahbani,Raksat Tahiat,en,27801923,FALSE
Ziad Rahbani,Joseph Sakr / Aataba 4,en,26045055,FALSE
Ziad Rahbani,Mash-had Zakaraya W Najeeb,en,13679255,FALSE
Ziad Rahbani,Yessa’ed We Yea’en,en,13679204,FALSE
Ziad Rahbani,Fahs El Aswat,en,25818463,FALSE
Fairuz,Ya Maal El Shaam,en,89581110,FALSE
Fairuz,Al Mahabba,en,78626432,FALSE
Fairuz,Fairuz Ddeaano ?? ????? ????? ??????,en,54741309,FALSE
Fairuz,Ya Hala Ya Hala,en,57721966,FALSE
Fairuz,La Tansani Aada Lrabie,en,98649760,FALSE
Fairuz,Ajrass El Eid,en,98649670,FALSE
Fairuz,Lamlamtou Zikra Lika El A,en,169993188,FALSE
Fairuz,Yara,en,14235152,FALSE
Fairuz,Heila Ya Wassea,en,87543682,FALSE
Fairuz,"Saylini, Pt. 2",en,50735060,FALSE
Fairuz,Carillons,en,238991635,FALSE
Fairuz,Sayfon Fal Youch'har,en,25274955,FALSE
Fairuz,Bissan,en,25274803,FALSE
Fairuz,Dabke Addouara,en,238516868,FALSE
Fairuz,Enabiya,en,238516880,FALSE
Fairuz,Akoul Le Teflaty,en,86279616,FALSE
Fairuz,Thikra - Live,en,25274976,FALSE
Fairuz,Nehna widyab el ghabat,en,239850490,FALSE
Fairuz,El Maleka We Babyrous 2,en,86287903,FALSE
Fairuz,Kalou El Ada,en,86338924,FALSE
Fairuz,Dar eddouri addayer,en,65619124,FALSE
Fairuz,Ala El Karm Enzaly,en,86290224,FALSE
Fairuz,Ya oud,en,242907790,FALSE
Fairuz,Oumri,en,242907800,FALSE
Fairuz,Emeltouni Amirah,en,89774444,FALSE
Fairuz,Hewar Ya Kayed El Haras,en,86279869,FALSE
Fairuz,Baadak Habiby,en,86279841,FALSE
Fairuz,Ya Meghzal,en,84700872,FALSE
Fairuz,Rageen Ya Hawa,en,86279566,FALSE
Fairuz,Kamat Mariyam,en,25274874,FALSE
Fairuz,Ya Mersal El Marasil,en,50029003,TRUE
Fairuz,Ya Rabaâ,en,47736110,FALSE
Fairuz,B'Hebbak Ya Loubnan (Live),en,86317171,FALSE
Fairuz,Debna We Ma Tebna,en,86270479,FALSE
Fairuz,Geena Le Hallal El Kessas,en,86338473,FALSE
Fairuz,Iaada '83,en,46309030,FALSE
Fairuz,Lamlamt Zekra Lekaa El Ams,en,86279446,FALSE
Fairuz,Ya Teira Teery,en,86279453,FALSE
Fairuz,Kalouly Ken,en,86279442,FALSE
Fairuz,Ya Reit,en,86279451,FALSE
Fairuz,"Hewar Haifa We Barhoum, Pt. 3",en,86460491,FALSE
Fairuz,Jadaka El Ghaythou,en,25274863,FALSE
Fairuz,Baity Ana Baitak,en,86280751,FALSE
Fairuz,Ya Meet Masa,en,47558526,FALSE
Fairuz,Sa'altak Habibi,en,83387203,FALSE
Fairuz,Bahebak Ma Baaref,en,89492663,FALSE
Fairuz,Ka'an Azzaman,en,13151751,FALSE
Fairuz,Sallimleh Alayh,en,13220535,TRUE
Fairuz,Laweyn Rayhine,en,195783021,FALSE
Fairuz,Min Ezz El Naowm Saxophone,en,51419276,FALSE
Fairuz,Min Ezz El Naowm Violin,en,51419075,FALSE
Fairuz,Eyam el Eed,en,13795714,FALSE
Fairuz,Al Ayel,en,54624121,FALSE
Fairuz,Raho,en,160587630,FALSE
Fairuz,Al Foursan,en,98649735,FALSE
Fairuz,Shalhet El Hareer,en,87544123,FALSE
Fairuz,Balmah Zilal Lhob,en,98649671,FALSE
Fairuz,Dajjat L'ahlam,en,98649667,FALSE
Fairuz,Zourouni (Live),en,80728887,FALSE
Fairuz,Habaitak Ta Neseet Al Naoum,en,13220527,TRUE
Fairuz,Khidni,en,40393739,FALSE
Fairuz,Wa Lee Fouadon,en,51419128,FALSE
Fairuz,Ya Laure Houbbouki,en,51419131,FALSE
Fairuz,Nasem Alayna Alhawa,en,47714476,TRUE
Fairuz,Amman - Live,en,51419195,FALSE
Fairuz,Nehna Wl Amar Jiran,en,25274932,TRUE
Fairuz,Ya tara nessina,en,25275034,FALSE
Fairuz,"ANTHEM OF PETRA & SCENE OF KING'S DEPARTURE TO THE WAR (Nasri Shamsedine , Joseph Nassif & the chorus )",en,250647463,FALSE
Fairuz,YA BNAYE SAGHIRE( Nasri Shamsedine & Chorus ),en,250647469,FALSE
Fairuz,THE QUEEN & PATRICIUS ( Dialogue ),en,250647479,FALSE
Fairuz,Ya Tara Nisina,en,251904774,FALSE
Fairuz,Ba'da Al-Layali,en,251904779,FALSE
Fairuz,Ya tayr,en,13151762,TRUE
Fairuz,Fe Kahwa Ala El Mafrak,en,86270430,FALSE
Fairuz,Hayet El Mokhtar,en,86338423,FALSE
Fairuz,Madweya (Live),en,86083867,FALSE
Fairuz,Lahazat Saiidah,en,208769379,FALSE
Fairuz,نسم علينا الهوى,en,123479148,FALSE
Fairuz,Kan Zaman,en,69923180,TRUE
Fairuz,Mish Kayan Hayek T'Koun,en,51419101,TRUE
Fairuz,Oghniat Al Wadaa,en,13151754,TRUE
Fairuz,Sabah wu masaa,en,13151756,TRUE
Fairuz,Nahnou Fi L'masa'e,en,98649773,FALSE
Fairuz,Odna Ra'aynaha,en,98649748,FALSE
Fairuz,La fleur des cités,en,67597279,FALSE
Fairuz,Baatilak Rouhi,en,67190769,FALSE
Fairuz,Baitna Fi Al Jazeera,en,51419112,FALSE
Fairuz,Salouni Elnas - Violin Version,en,48717613,FALSE
Fairuz,Taht el Areeshe Sawa,en,13795720,FALSE
Fairuz,Rajiaa,en,55758796,FALSE
Fairuz,Nahnou L'hawa,en,98649769,FALSE
Fairuz,Nesyetna Lkouroum,en,98649704,FALSE
Fairuz,فيروز اجمل ما غنت La Tetab Alaye,en,51419122,FALSE
Fairuz,Al Thaniah,en,13220523,FALSE
Fairuz,Shatti ya denyi (Remasterisé),en,63611538,FALSE
Fairuz,Ya Kamar Ana Wayak - Live,en,48003072,FALSE
Fairuz,Syriac 2,en,238764752,FALSE
Fairuz,O Tennenbaum,en,238764702,FALSE
Fairuz,Ya Qamar Ala Daretna,en,51419067,FALSE
Fairuz,Regeat Fe El Massaa,en,86279610,FALSE
Assi Rahbani,زلزال بقلبي | لحن الشوق بطيء,en,163039815,FALSE
Assi Rahbani,وحيد | لحن حزين جدا,en,163039820,FALSE
Assi Rahbani,لحن كلارنيست هادئ,en,162990185,FALSE
Assi Rahbani,اللحن الذي يبحث عنه الجميع | حزين,en,162990098,FALSE
Assi Rahbani,تهجرني | عزف حزين جدا,en,162990196,FALSE
Assi Rahbani,لحن حزين بطيء,en,162990093,FALSE
Assi Rahbani,Gözlerin Bir Aşk Şarabı | عيناك كأس خمرة حب,en,162990102,FALSE
Assi Rahbani,عزف تركي حزين بطيء,en,163039822,FALSE
Assi Rahbani,الحب البريء,en,162990095,FALSE
Assi Rahbani,انساني حبيبي | كلارنيست حزينه,en,162990094,FALSE
Assi Rahbani,اهواك يا غالي | حزينه,en,163039823,FALSE
Assi Rahbani,هدوء الحب | موجوع قلبي حزين,en,163039818,FALSE
Assi Rahbani,جواااااب | لحن بطئ,en,162990193,FALSE
Assi Rahbani,اتحدى العالم مشانك | حزينه,en,162990190,FALSE
Assi Rahbani,حياتي معاه | عزف حزين,en,162990188,FALSE
Assi Rahbani,Intro,en,87543721,FALSE
Assi Rahbani,"Intro, Pt. 2",en,87543662,FALSE
Assi Rahbani,"Intro, Pt. 1",en,87543752,FALSE
Assi Rahbani,La Danza,en,117292215,FALSE
Assi Rahbani,Fred Gabberstein Loves Wilma (Barney's Knusperbeat mix),en,5969717,FALSE
Assi Rahbani,Hard to Get,en,140688734,FALSE
Assi Rahbani,Fred Gabberstein Loves Wilma (Slutty Nutty mix),en,5969720,FALSE
Assi Rahbani,Aina kun mä relaan,en,84609229,FALSE
Assi Rahbani,Warpaint,en,140688732,FALSE
Assi Rahbani,Purge,en,140688729,FALSE
Assi Rahbani,Power Play,en,140688736,FALSE
Assi Rahbani,Hologram,en,140688741,FALSE
Assi Rahbani,Restart,en,223823809,FALSE
Assi Rahbani,Mit mir oder gegen mich,en,93521429,FALSE
Assi Rahbani,Tiger Tank,en,140688742,FALSE
Assi Rahbani,Development,en,140688743,FALSE
Assi Rahbani,Fred Gabberstein Loves Wilma (Fred's Stein cut),en,5969719,FALSE
Assi Rahbani,Take to the Streets,en,140688727,FALSE
Assi Rahbani,Jackpot,en,231199725,FALSE
Assi Rahbani,Brasil Nosso Amor,en,157576681,FALSE
Assi Rahbani,Night,en,231199721,FALSE
Assi Rahbani,Q2,en,231199716,FALSE
Assi Rahbani,Drunk Driving,en,140688739,FALSE
Assi Rahbani,Industry Casualty,en,140688745,FALSE
Assi Rahbani,It's What You Make of It,en,140688746,FALSE
Assi Rahbani,Näkemiin,en,96225962,FALSE
Assi Rahbani,Top,en,231199713,FALSE
Assi Rahbani,Barulho na Festa (feat. Milo & Fabio),en,102413010,FALSE
Assi Rahbani,Rotterduck,en,5969721,FALSE
Assi Rahbani,Vaaravyöhykkeellä,en,74924513,FALSE
Assi Rahbani,Peppi ja Pan,en,88887821,FALSE
Assi Rahbani,Barulho Na Festa,en,101637838,FALSE
Assi Rahbani,Carte Scoperte,en,251138839,FALSE
Assi Rahbani,Filth,en,140688748,FALSE
Assi Rahbani,McLaren,en,219013622,FALSE
Assi Rahbani,Standing Tall,en,112153172,FALSE
Assi Rahbani,100 Traguardi,en,231199728,FALSE
Assi Rahbani,Diamond,en,140688731,FALSE
Assi Rahbani,Fred Gabberstein Loves Wilma (Bechstein mix),en,5969718,FALSE
Assi Rahbani,Bagulho Doido,en,202705953,FALSE
Assi Rahbani,Alba,en,140688747,FALSE
Assi Rahbani,Minha Mulher,en,122720895,FALSE
Assi Rahbani,Famoso,en,215430921,FALSE
Assi Rahbani,Zahrat Al Mada'in & Agapi Mu Fidela Protini,en,143513202,FALSE
Assi Rahbani,Fire Butterflies,en,52916984,FALSE
Assi Rahbani,Tall Al Rabih,en,52916960,FALSE
Assi Rahbani,Every Morning,en,52916990,FALSE
Assi Rahbani,My Companions,en,52916989,FALSE
Assi Rahbani,My Country,en,52916986,FALSE
Assi Rahbani,Old Lady,en,52917002,FALSE
Assi Rahbani,The Bird's Song,en,52916993,FALSE
Assi Rahbani,Prelude,en,52916997,FALSE
Assi Rahbani,My Friend Ali,en,52916987,FALSE
Assi Rahbani,Jaddi Al Aajouz,en,52916976,FALSE
Assi Rahbani,Once Upon a Time,en,52916982,FALSE
Assi Rahbani,Snow Covered the Way Home,en,52916991,FALSE
Assi Rahbani,Lovely Sun,en,52916996,FALSE
Assi Rahbani,I'm Painting a City,en,52916983,FALSE
Assi Rahbani,Shrouki Ya Khayalek,en,75210845,FALSE
Assi Rahbani,The Six Mermaids,en,52916995,FALSE
Assi Rahbani,Babushka the Bear,en,52916992,FALSE
Assi Rahbani,Hold out Your Hands,en,52916999,FALSE
Assi Rahbani,Pull the Hook,en,52916988,FALSE
Assi Rahbani,Escape from Snow Land,en,52916994,FALSE
Assi Rahbani,Jinge Bells,en,52916955,FALSE
Assi Rahbani,On His Way (Instrumental),en,41085612,FALSE
Assi Rahbani,On the Warm Beach Sand,en,52916981,FALSE
Assi Rahbani,Sweet Doll,en,52917001,FALSE
Assi Rahbani,On My Way To You (with Leo's Voice),en,73760863,FALSE
Assi Rahbani,Vitamine,en,41087786,FALSE
Assi Rahbani,Saif 840 Part 1,en,72104355,FALSE
Assi Rahbani,Saif 840 Part 5,en,72104358,FALSE
Assi Rahbani,The Link (Jesus),en,41087785,FALSE
Assi Rahbani,Fi Enna Chajra,en,13532923,FALSE
Assi Rahbani,El Batta Btamel,en,13532922,FALSE
Assi Rahbani,Baladiat Beirut,en,41087781,FALSE
Assi Rahbani,Ashtaghel,en,41087780,FALSE
Assi Rahbani,Ammy Bou Massoud,en,13532921,FALSE
Assi Rahbani,Nadahet Min Fouk,en,75210844,FALSE
Assi Rahbani,Law Kan Baedo L'amar,en,75210843,FALSE
Assi Rahbani,Mamnouu,en,41087784,FALSE
